,Title,Organisation,Closing Date,Job Type,Discipline,Location
1531,Notify Me - Heat and Control Graduate Jobs,Heat and Control,,Graduate Jobs,"['Engineering Electrical', 'Engineering Mechanical']",['Brisbane']
1532,Notify Me - JLL Graduate Jobs,JLL,,Graduate Jobs,"['Business and Commerce', 'Design and User Experience', 'Engineering', 'Planning and Surveying', 'Property']","['Adelaide', 'Brisbane', 'Canberra', 'Melbourne - CBD and Inner Suburbs, AU', 'Perth', 'Sydney']"
1533,Notify Me - Rio Tinto Internships,Rio Tinto,,Internships,"['Business and Commerce', 'Engineering', 'Mining Oil and Gas']",['Singapore']
1534,Notify Me - Lifestyle Solutions Graduate Jobs,Lifestyle Solutions,,Graduate Jobs,"['Arts and Humanities', 'Health', 'Science']","['Brisbane', 'Darwin', 'Melbourne', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Western Australia', 'Sydney']"
1535,Notify Me - Sydney Water Graduate Jobs,Sydney Water,,Graduate Jobs,"['Administration', 'Agriculture', 'Business and Commerce', 'Construction', 'Consulting', 'Cyber Security', 'Data Science and Analytics', 'Engineering', 'Engineering Aerospace Aeronautical', 'Engineering Chemical Processing', 'Engineering Civil Structural', 'Engineering Environmental', 'Engineering Geotechnical', 'Engineering Mechanical', 'Engineering Mechatronics', 'Engineering Petroleum', 'Engineering Software', 'Environment', 'Food Technology', 'Geology', 'Horticulture', 'Information Systems', 'Information Technology', 'Management', 'Marine Biology', 'Medical and Biomedical Science', 'Medicine', 'Physics', 'Project Management', 'Recruitment', 'Research and Development', 'Science', 'Telecommunications']",['Sydney']
1536,Notify Me - Stockland Internships,Stockland,,Internships,"['Accounting', 'Arts and Humanities', 'Business and Commerce', 'Computer Science', 'Design and User Experience', 'Economics', 'Engineering', 'Engineering Civil Structural', 'Engineering Software', 'Environment', 'Human Resources', 'Information Systems', 'Information Technology', 'Investment Banking', 'Law', 'Marketing and Sales', 'Mathematics', 'Property', 'Science']","['Brisbane', 'Melbourne', 'Perth', 'Sydney']"
1537,Notify Me - Lactalis Australia Graduate Jobs,Lactalis Australia,,Graduate Jobs,"['Accounting', 'Business and Commerce', 'Engineering', 'Engineering Chemical Processing', 'Engineering Electrical', 'Engineering Mechanical', 'Engineering Mechatronics', 'Logistics and Supply Chain', 'Marketing and Sales', 'Science']","['Bendigo', 'Melbourne', 'Melbourne - Bayside and South Eastern Suburbs', 'Scoresby', 'South Brisbane', 'Victoria']"
1538,Notify Me - Lilly Internships,Lilly,,Internships,,"['Adelaide', 'Brisbane', 'Melbourne', 'Perth', 'Sydney']"
1539,Notify Me - Allianz Internships,Allianz,,Internships,"['Accounting', 'Banking and Finance', 'Business and Commerce', 'Information Technology', 'Mathematics']",['Sydney']
1540,Notify Me - Allianz Graduate Jobs,Allianz,,Graduate Jobs,"['Accounting', 'Banking and Finance', 'Business and Commerce', 'Information Technology', 'Mathematics']",['Sydney']
1541,Notify Me - Give A Grad A Go Graduate Jobs,Give A Grad A Go,,Graduate Jobs,"['Business and Commerce', 'Computer Science', 'Exercise Physiology', 'Health', 'Health Policy and Administration', 'Marketing and Sales', 'Mathematics', 'Medicine', 'Nursing and Midwifery', 'Pharmacy and Pharmacology', 'Physio and Occupational Therapy', 'Psychology and Counselling', 'Radiography and Medical Imaging', 'Speech Pathology']","['Adelaide', 'Auckland', 'Botany', 'Brisbane', 'Cairns', 'Melbourne', 'Melbourne - CBD and Inner Suburbs, AU', 'Sunshine Coast', 'Sydney']"
1542,Notify Me - Ventia Graduate Jobs,Ventia,,Graduate Jobs,"['Accounting', 'Business and Commerce', 'Data Science and Analytics', 'Engineering', 'Engineering Civil Structural', 'Engineering Electrical', 'Engineering Mechanical', 'Environment', 'Information Systems', 'Information Technology', 'Logistics and Supply Chain', 'Project Management']","['Adelaide', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'Perth', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1543,Notify Me - Novartis Graduate Jobs,Novartis,,Graduate Jobs,"['Business and Commerce', 'Health', 'Information Technology']","['Auckland', 'Sydney']"
1544,Notify Me - Wotton + Kearney Graduate Jobs,Wotton + Kearney,,Graduate Jobs,['Law'],"['Adelaide', 'Australia', 'Canberra', 'Perth', 'Sydney']"
1545,Notify Me - Treasury Wine Estates Graduate Jobs,Treasury Wine Estates,,Graduate Jobs,['Marketing and Sales'],"['Adelaide', 'Melbourne']"
1546,Notify Me - BNY Internships,BNY,,Internships,"['Banking and Finance', 'Business and Commerce', 'Computer Science', 'Engineering', 'Information Systems']",['Singapore']
1547,Notify Me - AKD Graduate Jobs,AKD,,Graduate Jobs,"['Business and Commerce', 'Engineering', 'Information Technology']","['Brisbane', 'Colac', 'Geelong', 'Sunshine Coast']"
1548,Notify Me - Thoughtworks Internships,Thoughtworks,,Internships,"['Computer Science', 'Engineering Software', 'Information Technology']","['Adelaide', 'Brisbane', 'Darwin', 'Hobart', 'Melbourne', 'Perth', 'Regional ACT', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1549,Notify Me - Thales Internships,Thales,,Internships,"['Business and Commerce', 'Computer Science', 'Engineering Chemical Processing', 'Engineering Electrical', 'Engineering Mechanical', 'Engineering Mechatronics', 'Engineering Software', 'Information Systems', 'Information Technology', 'Mathematics']","['Bendigo', 'Brisbane', 'Canberra', 'Eagle Farm', 'Garden Island (NSW)', 'Melbourne', 'Melbourne - CBD and Inner Suburbs, AU', 'Mulwala', 'Newcastle', 'Perth', 'Rydalmere', 'Sydney']"
1550,Notify Me - Heidelberg Materials Australia Graduate Jobs,Heidelberg Materials Australia,,Graduate Jobs,"['Arts and Humanities', 'Business and Commerce', 'Engineering', 'Logistics and Supply Chain', 'Mathematics', 'Mining Oil and Gas', 'Science']","['Brisbane', 'Hobart', 'Melbourne', 'Perth', 'Sydney']"
1551,Notify Me - Barden Farms Graduate Jobs,Barden Farms,,Graduate Jobs,"['Environment', 'Logistics and Supply Chain', 'Science']","['Regional New South Wales', 'Regional Queensland', 'Regional Tasmania', 'Sydney']"
1552,Notify Me - DLA Piper Clerkships,DLA Piper,,Clerkships,['Law'],"['Brisbane', 'Melbourne', 'Perth', 'Sydney']"
1553,Notify Me - The Intern Group Internships,The Intern Group,,Internships,"['Accounting', 'Arts and Humanities', 'Banking and Finance', 'Business and Commerce', 'Computer Science', 'Economics', 'Human Resources', 'Information Technology', 'Law', 'Marketing and Sales']","['Bangkok', 'Dublin', 'Hong Kong', 'London', 'Madrid', 'Medellin', 'Melbourne', 'New York', 'Tokyo']"
1554,Notify Me - Veris Graduate Jobs,Veris,,Graduate Jobs,['Planning and Surveying'],"['Adelaide', 'Brisbane', 'Canberra', 'Hobart', 'Melbourne', 'Perth', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Western Australia', 'Sydney', 'Tasmania']"
1555,Notify Me - CPB Contractors Internships,CPB Contractors,,Internships,"['Architecture', 'Engineering Civil Structural', 'Engineering Electrical', 'Engineering Mechanical', 'Environment', 'Health', 'Human Resources']","['Adelaide', 'Brisbane', 'Bundaberg', 'Canberra', 'Darwin', 'Melbourne', 'Perth', 'Queensland', 'Sydney', 'Tasmania', 'Townsville', 'Victoria', 'Wagga Wagga']"
1556,Notify Me - Arcadis Australia Pacific Graduate Jobs,Arcadis Australia Pacific,,Graduate Jobs,"['Construction', 'Engineering', 'Engineering Aerospace Aeronautical', 'Engineering Civil Structural', 'Engineering Electrical', 'Engineering Environmental', 'Engineering Geotechnical', 'Engineering Mechanical', 'Engineering Petroleum', 'Environment', 'Food Technology', 'Geology', 'Marine Biology', 'Medical and Biomedical Science', 'Physics', 'Project Management', 'Research and Development', 'Science']","['Brisbane', 'Melbourne', 'Melbourne - CBD and Inner Suburbs, AU', 'Perth', 'Regional Queensland', 'Sydney']"
1557,Notify Me - Victoria’s Big Build (Victorian Infrastructure Delivery Authority) Graduate Jobs,Victoria’s Big Build (Victorian Infrastructure Delivery Authority),,Graduate Jobs,"['Arts and Humanities', 'Engineering Civil Structural', 'Environment', 'Planning and Surveying', 'Property']","['Melbourne', 'Regional Victoria']"
1558,Notify Me - Thales Graduate Jobs,Thales,,Graduate Jobs,"['Arts and Humanities', 'Business and Commerce', 'Computer Science', 'Data Science and Analytics', 'Engineering', 'Engineering Chemical Processing', 'Engineering Electrical', 'Engineering Mechanical', 'Engineering Mechatronics', 'Engineering Software', 'Information Systems', 'Information Technology', 'Mathematics']","['Bendigo', 'Brisbane', 'Eagle Farm', 'Melbourne', 'Melbourne - Northern Suburbs', 'Mulwala', 'Newcastle', 'Rydalmere', 'Sydney']"
1559,Notify Me - P&G Graduate Jobs,P&G,,Graduate Jobs,"['Administration', 'Arts and Humanities', 'Aviation', 'Business and Commerce', 'Communications', 'Construction', 'Consulting', 'Engineering', 'Engineering Aerospace Aeronautical', 'Engineering Environmental', 'Engineering Geotechnical', 'Engineering Petroleum', 'Fast Moving Consumer Goods', 'Funds Management', 'Journalism', 'Logistics and Supply Chain', 'Management', 'Marketing and Sales', 'Media and Advertising', 'Operations', 'Procurement', 'Project Management', 'Recruitment', 'Transport']","['Adelaide', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'New South Wales', 'Perth', 'Sydney', 'Victoria']"
1560,Notify Me - Suncorp Internships,Suncorp,,Internships,"['Accounting', 'Actuarial Studies', 'Administration', 'Arts and Humanities', 'Banking and Finance', 'Business and Commerce', 'Communications', 'Compliance', 'Computer Science', 'Consulting', 'Cyber Security', 'Data Science and Analytics', 'Engineering Software', 'Environment', 'Food Technology', 'Funds Management', 'Geology', 'Information Systems', 'Information Technology', 'Insurance', 'Investment Banking', 'Journalism', 'Law', 'Management', 'Mathematics', 'Media and Advertising', 'Medical and Biomedical Science', 'Physics', 'Recruitment', 'Research and Development', 'Science', 'Statistics', 'Telecommunications']","['Adelaide', 'Brisbane', 'Canberra', 'Dalby', 'Darwin', 'Hobart', 'Melbourne', 'Newcastle', 'Perth', 'Regional ACT', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1561,Notify Me - Findex Graduate Jobs,Findex,,Graduate Jobs,"['Accounting', 'Banking and Finance', 'Business and Commerce']","['Albury', 'Ballarat', 'Brisbane', 'Canberra', 'Dubbo', 'Geelong', 'Gold Coast', 'Hobart', 'Melbourne', 'Mildura', 'Pakenham', 'Perth', 'Regional Queensland', 'Regional Victoria', 'Sydney', 'Toowoomba', 'Townsville', 'Tweed Heads']"
1562,Notify Me - Victorian Auditor-General's Office Graduate Jobs,Victorian Auditor-General's Office,,Graduate Jobs,"['Accounting', 'Arts and Humanities', 'Business and Commerce']","['Adelaide', 'Australia', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'New South Wales', 'Northern Territory', 'Perth', 'Queensland', 'Regional ACT', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney', 'Tasmania', 'Victoria']"
1563,Notify Me - Deutsche Bank Hong Kong Internships,Deutsche Bank Hong Kong,,Internships,"['Banking and Finance', 'Business and Commerce', 'Computer Science', 'Engineering', 'Information Systems']",['Hong Kong']
1564,Notify Me - Chevron Australia Graduate Jobs,Chevron Australia,,Graduate Jobs,"['Construction', 'Cyber Security', 'Data Science and Analytics', 'Engineering', 'Engineering Aerospace Aeronautical', 'Engineering Environmental', 'Engineering Geotechnical', 'Engineering Petroleum', 'Food Technology', 'Geology', 'Information Technology', 'Marine Biology', 'Medical and Biomedical Science', 'Physics', 'Project Management', 'Research and Development', 'Science', 'Telecommunications']","['Perth', 'Regional Western Australia']"
1565,Notify Me - GrainCorp Graduate Jobs,GrainCorp,,Graduate Jobs,"['Business and Commerce', 'Engineering', 'Environment', 'Logistics and Supply Chain', 'Mathematics', 'Science']","['Regional New South Wales', 'Regional Queensland', 'Regional Victoria']"
1566,Notify Me - Hatch Graduate Jobs,Hatch,,Graduate Jobs,"['Administration', 'Business and Commerce', 'Computer Science', 'Construction', 'Consulting', 'Cyber Security', 'Data Science and Analytics', 'Engineering Aerospace Aeronautical', 'Engineering Chemical Processing', 'Engineering Civil Structural', 'Engineering Electrical', 'Engineering Environmental', 'Engineering Geotechnical', 'Engineering Mechanical', 'Engineering Petroleum', 'Management', 'Project Management', 'Recruitment', 'Telecommunications']","['Brisbane', 'Melbourne', 'Perth']"
1567,Notify Me - Linfox Graduate Jobs,Linfox,,Graduate Jobs,"['Administration', 'Aviation', 'Business and Commerce', 'Consulting', 'Cyber Security', 'Data Science and Analytics', 'Fast Moving Consumer Goods', 'Information Systems', 'Information Technology', 'Logistics and Supply Chain', 'Management', 'Operations', 'Procurement', 'Recruitment', 'Telecommunications', 'Transport']","['Brisbane', 'Essendon Fields', 'Melbourne', 'Melbourne - Northern Suburbs', 'Melbourne - Western Suburbs', 'New South Wales', 'Parramatta', 'Perth', 'Sydney', 'Townsville']"
1568,Notify Me - Tata Consultancy Services Graduate Jobs,Tata Consultancy Services,,Graduate Jobs,"['Business and Commerce', 'Computer Science', 'Engineering', 'Engineering Software', 'Human Resources', 'Information Systems', 'Information Technology', 'Marketing and Sales']","['Adelaide', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'North Sydney', 'Perth', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1569,Notify Me - Toyota Graduate Jobs,Toyota,,Graduate Jobs,"['Banking and Finance', 'Business and Commerce', 'Engineering', 'Information Technology', 'Marketing and Sales']","['Melbourne', 'Sydney']"
1570,Notify Me - Mirvac Graduate Jobs,Mirvac,,Graduate Jobs,"['Accounting', 'Banking and Finance', 'Business and Commerce', 'Design and User Experience', 'Economics', 'Engineering Civil Structural', 'Information Technology', 'Marketing and Sales', 'Mathematics', 'Property']","['Melbourne', 'Melbourne - CBD and Inner Suburbs, AU', 'Sydney']"
1571,Notify Me - Hang Seng Bank Internships,Hang Seng Bank,,Internships,"['Accounting', 'Actuarial Studies', 'Administration', 'Agriculture', 'Architecture', 'Arts and Humanities', 'Aviation', 'Banking and Finance', 'Business and Commerce', 'Communications', 'Compliance', 'Computer Science', 'Construction', 'Consulting', 'Customer Service', 'Cyber Security', 'Data Science and Analytics', 'Defence', 'Design and User Experience', 'Economics', 'Education', 'Engineering', 'Engineering Aerospace Aeronautical', 'Engineering Chemical Processing', 'Engineering Civil Structural', 'Engineering Electrical', 'Engineering Environmental', 'Engineering Geotechnical', 'Engineering Mechanical', 'Engineering Mechatronics', 'Engineering Mining', 'Engineering Petroleum', 'Engineering Software', 'Environment', 'Exercise Physiology', 'Fast Moving Consumer Goods', 'Food Technology', 'Funds Management', 'Geology', 'Government', 'Health', 'Health Policy and Administration', 'Horticulture', 'Hospitality Sports and Tourism', 'Human Resources', 'Industrial Design', 'Information Systems', 'Information Technology', 'Insurance', 'Intelligence', 'Investment Banking', 'Journalism', 'Law', 'Logistics and Supply Chain', 'Management', 'Marine Biology', 'Marketing and Sales', 'Mathematics', 'Media and Advertising', 'Medical and Biomedical Science', 'Medicine', 'Mining Oil and Gas', 'Nursing and Midwifery', 'Operations', 'Pharmacy and Pharmacology', 'Physics', 'Physio and Occupational Therapy', 'Planning and Surveying', 'Procurement', 'Project Management', 'Property', 'Psychology and Counselling', 'Radiography and Medical Imaging', 'Recruitment', 'Research and Development', 'Retail', 'Science', 'Speech Pathology', 'Statistics', 'Telecommunications', 'Transport', 'Utilities']",['Hong Kong']
1572,Notify Me - CSIRO Graduate Jobs,CSIRO,,Graduate Jobs,"['Accounting', 'Arts and Humanities', 'Banking and Finance', 'Business and Commerce', 'Customer Service', 'Design and User Experience', 'Economics', 'Engineering', 'Engineering Chemical Processing', 'Engineering Civil Structural', 'Engineering Electrical', 'Engineering Mechanical', 'Engineering Mechatronics', 'Engineering Software', 'Environment', 'Human Resources', 'Information Systems', 'Information Technology', 'Law', 'Logistics and Supply Chain', 'Marketing and Sales', 'Mathematics', 'Planning and Surveying', 'Property', 'Science']","['Adelaide', 'Albion Park', 'Albury', 'Alexandra', 'Attwood', 'Austinmer', 'Australia', 'Australian Capital Territory', 'Ballarat', 'Barcaldine', 'Bayswater', 'Bendigo', 'Blackbutt', 'Botany', 'Brisbane', 'Broadmeadow', 'Camberwell', 'Canberra', 'Chatswood', 'Clayton', 'Colac', 'Cowal', 'Cracow', 'Crestmead', 'Darwin', 'Docklands', 'Essendon Fields', 'Fairfield', 'Fawkner', 'Geelong', 'Gerrigong', 'Gladesville', 'Gold Coast', 'Guyra', 'Hamilton Island', 'Hobart', 'Kiama', 'Kingswood', 'Knoxfield', 'Kwinana', 'Lara', 'Launceston', 'Liverpool', 'Logan City', 'Mackay', 'Macquarie Links', 'Maffra', 'Maitland', 'Maroochydore', 'Mauritus', 'McMahons Point', 'Melbourne', 'Melbourne - Northern Suburbs', 'Mid North Coast', 'Mitcham', 'Mt Carlton', 'Mt Rawdon', 'Mulgrave', 'Mungari', 'New South Wales', 'Newcastle', 'North Queensland', 'North Ryde', 'North Sydney', 'Northern Territory', 'Nowra', 'Orbost', 'Orchard Hills', 'Parkville', 'Parramatta', 'Penrith', 'Perth', 'Port Stephens', 'Queenscliff', 'Queensland', 'Regional ACT', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Rooty Hill', 'Scoresby', 'Seymour', 'Shellharbourr', 'South Australia', 'South Brisbane', 'South Coast', 'Sunshine', 'Sunshine Coast', 'Sydney', 'Tasmania', 'Townsville', 'Tweed Heads', 'Victoria', 'Wangaratta', 'Warilla', 'Warragul', 'Western Australia', 'Wheelers Hill', 'Wollongong']"
1573,Notify Me - Heat and Control Graduate Jobs,Heat and Control,,Graduate Jobs,"['Engineering Electrical', 'Engineering Mechanical']",['Brisbane']
1574,Notify Me - JLL Graduate Jobs,JLL,,Graduate Jobs,"['Business and Commerce', 'Design and User Experience', 'Engineering', 'Planning and Surveying', 'Property']","['Adelaide', 'Brisbane', 'Canberra', 'Melbourne - CBD and Inner Suburbs, AU', 'Perth', 'Sydney']"
1575,Notify Me - Rio Tinto Internships,Rio Tinto,,Internships,"['Business and Commerce', 'Engineering', 'Mining Oil and Gas']",['Singapore']
1576,Notify Me - Lifestyle Solutions Graduate Jobs,Lifestyle Solutions,,Graduate Jobs,"['Arts and Humanities', 'Health', 'Science']","['Brisbane', 'Darwin', 'Melbourne', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Western Australia', 'Sydney']"
1577,Notify Me - Sydney Water Graduate Jobs,Sydney Water,,Graduate Jobs,"['Administration', 'Agriculture', 'Business and Commerce', 'Construction', 'Consulting', 'Cyber Security', 'Data Science and Analytics', 'Engineering', 'Engineering Aerospace Aeronautical', 'Engineering Chemical Processing', 'Engineering Civil Structural', 'Engineering Environmental', 'Engineering Geotechnical', 'Engineering Mechanical', 'Engineering Mechatronics', 'Engineering Petroleum', 'Engineering Software', 'Environment', 'Food Technology', 'Geology', 'Horticulture', 'Information Systems', 'Information Technology', 'Management', 'Marine Biology', 'Medical and Biomedical Science', 'Medicine', 'Physics', 'Project Management', 'Recruitment', 'Research and Development', 'Science', 'Telecommunications']",['Sydney']
1578,Notify Me - Stockland Internships,Stockland,,Internships,"['Accounting', 'Arts and Humanities', 'Business and Commerce', 'Computer Science', 'Design and User Experience', 'Economics', 'Engineering', 'Engineering Civil Structural', 'Engineering Software', 'Environment', 'Human Resources', 'Information Systems', 'Information Technology', 'Investment Banking', 'Law', 'Marketing and Sales', 'Mathematics', 'Property', 'Science']","['Brisbane', 'Melbourne', 'Perth', 'Sydney']"
1579,Notify Me - Lactalis Australia Graduate Jobs,Lactalis Australia,,Graduate Jobs,"['Accounting', 'Business and Commerce', 'Engineering', 'Engineering Chemical Processing', 'Engineering Electrical', 'Engineering Mechanical', 'Engineering Mechatronics', 'Logistics and Supply Chain', 'Marketing and Sales', 'Science']","['Bendigo', 'Melbourne', 'Melbourne - Bayside and South Eastern Suburbs', 'Scoresby', 'South Brisbane', 'Victoria']"
1580,Notify Me - White & Case Clerkships,White & Case,,Clerkships,['Law'],"['Adelaide', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'Perth', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1581,Notify Me - AECOM Internships,AECOM,,Internships,"['Administration', 'Computer Science', 'Construction', 'Consulting', 'Cyber Security', 'Data Science and Analytics', 'Design and User Experience', 'Economics', 'Engineering', 'Engineering Aerospace Aeronautical', 'Engineering Chemical Processing', 'Engineering Civil Structural', 'Engineering Electrical', 'Engineering Environmental', 'Engineering Geotechnical', 'Engineering Mechanical', 'Engineering Mechatronics', 'Engineering Petroleum', 'Engineering Software', 'Environment', 'Industrial Design', 'Management', 'Project Management', 'Recruitment', 'Telecommunications']","['Adelaide', 'Australia', 'Brisbane', 'Cairns', 'Canberra', 'Darwin', 'Gold Coast', 'Hong Kong', 'Mackay', 'Maroochydore', 'Melbourne', 'Newcastle', 'North Sydney', 'Perth', 'Regional Queensland', 'Rockhampton', 'Sydney', 'Townsville']"
1582,Notify Me - Tata Consultancy Services Internships,Tata Consultancy Services,,Internships,"['Business and Commerce', 'Computer Science', 'Engineering', 'Engineering Software', 'Human Resources', 'Information Systems', 'Information Technology', 'Marketing and Sales']","['Adelaide', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'North Sydney', 'Perth', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1583,Notify Me - Bloomberg Graduate Jobs,Bloomberg,,Graduate Jobs,"['Banking and Finance', 'Business and Commerce', 'Economics']","['Melbourne', 'Sydney']"
1584,Notify Me - Kmart Graduate Jobs,Kmart,,Graduate Jobs,"['Business and Commerce', 'Computer Science', 'Engineering', 'Engineering Software', 'Information Systems', 'Information Technology', 'Logistics and Supply Chain', 'Mathematics']",['Melbourne']
1585,Notify Me - Fulton Hogan Graduate Jobs,Fulton Hogan,,Graduate Jobs,"['Accounting', 'Arts and Humanities', 'Engineering Civil Structural', 'Engineering Electrical', 'Engineering Mechanical', 'Human Resources', 'Planning and Surveying']","['Adelaide', 'Brisbane', 'Melbourne', 'Perth', 'South Brisbane', 'Sydney']"
1586,Notify Me - Newmont Internships,Newmont,,Internships,"['Computer Science', 'Engineering', 'Engineering Chemical Processing', 'Engineering Electrical', 'Engineering Environmental', 'Engineering Geotechnical', 'Engineering Mechanical', 'Engineering Mechatronics', 'Engineering Petroleum', 'Engineering Software', 'Environment', 'Information Systems', 'Information Technology', 'Mathematics', 'Mining Oil and Gas', 'Science', 'Statistics']","['Darwin', 'Melbourne', 'Orange', 'Perth', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Western Australia']"
1587,Notify Me - HLB Mann Judd Graduate Jobs,HLB Mann Judd,,Graduate Jobs,"['Accounting', 'Banking and Finance', 'Business and Commerce']","['Brisbane', 'Melbourne', 'Perth', 'Sydney']"
1588,Notify Me - Unilever Internships,Unilever,,Internships,"['Arts and Humanities', 'Business and Commerce', 'Human Resources', 'Marketing and Sales', 'Retail']","['Adelaide', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'Perth', 'Regional ACT', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1589,Notify Me - Primero Graduate Jobs,Primero,,Graduate Jobs,,"['Adelaide', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'Perth', 'Regional ACT', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney', 'Western Australia']"
1590,Notify Me - Chevron Australia Internships,Chevron Australia,,Internships,"['Construction', 'Cyber Security', 'Data Science and Analytics', 'Engineering', 'Engineering Aerospace Aeronautical', 'Engineering Environmental', 'Engineering Geotechnical', 'Engineering Petroleum', 'Environment', 'Food Technology', 'Geology', 'Information Technology', 'Marine Biology', 'Medical and Biomedical Science', 'Physics', 'Project Management', 'Research and Development', 'Science', 'Telecommunications']","['Perth', 'Regional Western Australia']"
1591,Notify Me - Orica Graduate Jobs,Orica,,Graduate Jobs,"['Business and Commerce', 'Computer Science', 'Engineering Chemical Processing', 'Engineering Civil Structural', 'Engineering Electrical', 'Engineering Mechanical', 'Engineering Mechatronics', 'Engineering Software', 'Logistics and Supply Chain', 'Mining Oil and Gas']","['Adelaide', 'Brisbane', 'Canberra', 'Hunter Valley', 'Mackay', 'Melbourne', 'Newcastle', 'Perth', 'Regional New South Wales', 'Regional Queensland', 'Sydney']"
1592,Notify Me - bp Internships,bp,,Internships,"['Accounting', 'Administration', 'Business and Commerce', 'Construction', 'Consulting', 'Cyber Security', 'Data Science and Analytics', 'Engineering', 'Engineering Aerospace Aeronautical', 'Engineering Chemical Processing', 'Engineering Civil Structural', 'Engineering Electrical', 'Engineering Environmental', 'Engineering Geotechnical', 'Engineering Mechanical', 'Engineering Mechatronics', 'Engineering Petroleum', 'Engineering Software', 'Environment', 'Food Technology', 'Geology', 'Information Technology', 'Management', 'Marine Biology', 'Medical and Biomedical Science', 'Mining Oil and Gas', 'Physics', 'Project Management', 'Recruitment', 'Research and Development', 'Science', 'Telecommunications']","['Australia', 'Kwinana', 'Melbourne', 'Melbourne - CBD and Inner Suburbs, AU', 'Perth']"
1593,Notify Me - HKEX Graduate Jobs,HKEX,,Graduate Jobs,"['Accounting', 'Actuarial Studies', 'Administration', 'Agriculture', 'Architecture', 'Arts and Humanities', 'Aviation', 'Banking and Finance', 'Business and Commerce', 'Communications', 'Compliance', 'Computer Science', 'Construction', 'Consulting', 'Customer Service', 'Cyber Security', 'Data Science and Analytics', 'Defence', 'Design and User Experience', 'Economics', 'Education', 'Engineering', 'Engineering Aerospace Aeronautical', 'Engineering Chemical Processing', 'Engineering Civil Structural', 'Engineering Electrical', 'Engineering Environmental', 'Engineering Geotechnical', 'Engineering Mechanical', 'Engineering Mechatronics', 'Engineering Mining', 'Engineering Petroleum', 'Engineering Software', 'Environment', 'Exercise Physiology', 'Fast Moving Consumer Goods', 'Food Technology', 'Funds Management', 'Geology', 'Government', 'Health', 'Health Policy and Administration', 'Horticulture', 'Hospitality Sports and Tourism', 'Human Resources', 'Industrial Design', 'Information Systems', 'Information Technology', 'Insurance', 'Intelligence', 'Investment Banking', 'Journalism', 'Law', 'Logistics and Supply Chain', 'Management', 'Marine Biology', 'Marketing and Sales', 'Mathematics', 'Media and Advertising', 'Medical and Biomedical Science', 'Medicine', 'Mining Oil and Gas', 'Nursing and Midwifery', 'Operations', 'Pharmacy and Pharmacology', 'Physics', 'Physio and Occupational Therapy', 'Planning and Surveying', 'Procurement', 'Project Management', 'Property', 'Psychology and Counselling', 'Radiography and Medical Imaging', 'Recruitment', 'Research and Development', 'Retail', 'Science', 'Speech Pathology', 'Statistics', 'Telecommunications', 'Transport', 'Utilities']",['Hong Kong']
